"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.395677405E2,-2.298940715E0,-3.923436679E0,-3.489909785E0,5.732185804E0
1.395777105E2,-2.278811383E0,-4.150370627E0,-1.958020560E0,5.123709806E0
1.395876805E2,-1.856866653E0,-3.648885346E0,-4.827668819E-1,4.122545561E0
1.395976505E2,-8.444958150E-1,-1.886621672E0,6.714895678E-1,2.173341380E0
1.396076195E2,-1.117420453E-1,-8.378007531E-2,1.287085309E0,1.294640482E0
1.396175895E2,4.552349746E-3,1.051186702E0,1.799084468E0,2.083679229E0
1.396275595E2,-3.429953313E-1,1.817513430E0,2.269922153E0,2.928062063E0
1.396375295E2,-6.839581704E-1,2.444684027E0,2.756665142E0,3.747463338E0
1.396474995E2,-7.988372469E-1,2.634279410E0,3.106040078E0,4.150307690E0
1.396574695E2,-5.675292894E-1,2.653944765E0,3.301589680E0,4.273874908E0
1.396674395E2,-2.144709000E-1,2.139869260E0,3.142623475E0,3.808033681E0
1.396774095E2,2.369666004E-1,1.416899636E0,2.656175186E0,3.019772237E0
1.396873795E2,5.343542343E-1,8.348619425E-1,2.074298583E0,2.298965751E0
1.396973495E2,8.494940150E-1,3.674150580E-1,1.670460342E0,1.909730782E0
1.397073195E2,1.096251193E0,4.974811077E-3,1.423931205E0,1.797045215E0
1.397172895E2,1.290040784E0,-2.615120423E-1,9.568316451E-1,1.627304695E0
1.397272595E2,1.448549152E0,-5.489442068E-1,5.095842594E-1,1.630739251E0
1.397372295E2,1.754441269E0,-6.953181410E-1,3.353632531E-1,1.916768112E0
1.397471995E2,2.051252075E0,-7.232070208E-1,4.361172107E-1,2.218301533E0
1.397571695E2,2.228627947E0,-9.130245978E-1,5.101657650E-1,2.461841902E0
1.397671395E2,2.429930332E0,-9.972116393E-1,6.821867564E-1,2.713737505E0
1.397771095E2,2.629973812E0,-8.757281327E-1,1.028793036E0,2.956700378E0
1.397870795E2,2.615871790E0,-5.469146383E-1,1.379033360E0,3.007263515E0
1.397970495E2,2.192145999E0,-3.828066838E-1,1.190434781E0,2.523723441E0
1.398070195E2,1.313193127E0,-6.858263558E-1,5.433433051E-1,1.577991104E0
1.398169895E2,3.767469218E-1,-9.783906215E-1,-5.129031390E-3,1.048433478E0
1.398269595E2,-4.261979941E-1,-1.091686857E0,-4.651166229E-1,1.260856216E0
1.398369295E2,-1.279237176E0,-1.223537477E0,-5.757892124E-1,1.861457742E0
1.398468995E2,-2.054743740E0,-1.368791084E0,-5.494159310E-1,2.529311909E0
1.398568695E2,-2.422982378E0,-1.192374156E0,-7.577348292E-1,2.804774823E0
1.398668395E2,-2.425920604E0,-8.796866977E-1,-1.218118570E0,2.853550825E0
1.398768095E2,-2.148564069E0,-6.578743261E-1,-1.510005874E0,2.707257640E0
1.398867795E2,-1.506212347E0,-3.621829695E-1,-1.161262803E0,1.936074232E0
1.398967495E2,-6.536695933E-1,1.470381778E-1,-7.910807692E-2,6.746571358E-1
1.399067195E2,-1.189610177E-1,3.846415401E-2,2.806874013E-1,3.072728952E-1
1.399166895E2,7.292296529E-2,-3.781353432E-1,-1.078294394E0,1.144999082E0
1.399266595E2,4.448970973E-1,-3.334725559E-1,-1.998083636E0,2.073999901E0
1.399366295E2,9.690613890E-1,-1.392467630E-1,-2.367448740E0,2.561890547E0
1.399465995E2,1.444019607E0,-1.294643712E-1,-2.688878371E0,3.054835599E0
1.399565695E2,1.900813741E0,-1.699428910E-1,-2.741655339E0,3.340456176E0
1.399665395E2,2.123330995E0,-3.103041333E-1,-2.514032589E0,3.305326463E0
1.399765095E2,2.098549325E0,-5.221347231E-1,-2.500601535E0,3.305985780E0
1.399864795E2,1.987170685E0,-8.304274142E-1,-2.351588752E0,3.188797058E0
1.399964495E2,2.060155046E0,-1.028281404E0,-2.167539454E0,3.162250582E0
1.400064195E2,2.106693327E0,-1.015292400E0,-1.983176744E0,3.066262453E0
1.400163895E2,2.112606617E0,-9.527651989E-1,-1.766882390E0,2.914230880E0
1.400263595E2,2.033171315E0,-8.867290843E-1,-1.515598297E0,2.686468363E0
1.400363295E2,1.902534577E0,-8.451477796E-1,-1.279173149E0,2.443398562E0
1.400462995E2,1.691050435E0,-8.776009959E-1,-1.052664732E0,2.176680528E0
1.400562695E2,1.601627504E0,-9.638094199E-1,-7.827292641E-1,2.026525194E0
1.400662395E2,1.700486379E0,-1.135417013E0,-4.259601586E-1,2.088604265E0
1.400762095E2,1.856906414E0,-1.295067635E0,-8.167975545E-2,2.265385882E0
1.400861795E2,1.666966923E0,-1.425340092E0,3.493361981E-1,2.220902717E0
1.400961495E2,1.396726157E0,-1.426755702E0,6.788617373E-1,2.108869140E0
1.401061195E2,1.259743436E0,-1.464781900E0,8.798935430E-1,2.122911253E0
1.401160895E2,1.148930513E0,-1.609805127E0,1.324375780E0,2.380227947E0
1.401260595E2,1.076775287E0,-1.691918746E0,1.964075937E0,2.807067571E0
1.401360295E2,9.703480688E-1,-1.674640224E0,2.580960697E0,3.226042990E0
1.401459995E2,9.446010241E-1,-1.644131792E0,2.925219027E0,3.486021629E0
1.401559695E2,1.076334407E0,-1.459138752E0,3.073929216E0,3.568840495E0
1.401659395E2,1.248739853E0,-1.245659832E0,2.955024039E0,3.441393135E0
1.401759095E2,1.260712320E0,-1.109263002E0,2.690363856E0,3.171422021E0
1.401858795E2,1.109262710E0,-9.100986511E-1,2.455672699E0,2.844129343E0
1.401958495E2,8.964755157E-1,-6.708188921E-1,2.354362671E0,2.607046207E0
1.402058195E2,6.630236766E-1,-7.963685524E-1,2.387499135E0,2.602682344E0
1.402157895E2,4.832314432E-1,-1.062637889E0,2.807078958E0,3.040132265E0
1.402257595E2,4.075550240E-1,-1.126649698E0,3.186615002E0,3.404402416E0
1.402357295E2,4.355953467E-1,-1.151147777E0,3.182922777E0,3.412606323E0
1.402456995E2,5.658724809E-1,-1.245502542E0,2.711383426E0,3.036953792E0
1.402556695E2,9.071653953E-1,-1.122618628E0,2.006776691E0,2.471917136E0
1.402656395E2,1.335045633E0,-7.847033572E-1,1.317579123E0,2.033253783E0
1.402756095E2,1.608233103E0,-5.788866287E-1,8.496460426E-1,1.908774958E0
1.402855795E2,1.735254800E0,-5.157747066E-1,6.370558995E-1,1.919107342E0
1.402955495E2,1.615174918E0,-5.207348996E-1,6.445049599E-1,1.815307548E0
1.403055195E2,1.324587888E0,-5.902226257E-1,8.998107675E-1,1.706621000E0
1.403154895E2,8.402118525E-1,-6.938253468E-1,1.285267994E0,1.685011390E0
1.403254595E2,2.944529164E-1,-8.427515906E-1,1.319170735E0,1.592841546E0
1.403354295E2,-2.837264916E-1,-1.024417564E0,7.870355192E-1,1.322632593E0
1.403453995E2,-8.295520860E-1,-1.124603757E0,-8.849790126E-2,1.400257888E0
1.403553695E2,-1.003302684E0,-9.521044636E-1,-4.205039755E-1,1.445663439E0
1.403653395E2,-1.024754072E0,-7.945921683E-1,-5.037694958E-1,1.391143891E0
1.403753095E2,-7.966775778E-1,-6.795312434E-1,-1.164664786E0,1.566174300E0
1.403852795E2,-8.220916235E-1,-9.250295162E-1,-4.387109478E0,4.558315897E0
1.403952495E2,5.688171387E-3,-8.255759794E-1,-5.375500301E0,5.438530273E0
1.404052195E2,1.340432673E0,-1.087956333E0,-4.697051961E0,5.004268764E0
1.404151895E2,2.252971952E0,-1.890148712E0,-2.807185085E0,4.065566734E0
1.404251595E2,3.235035210E0,-2.177590232E0,3.651773286E-1,3.916721398E0
1.404351295E2,3.360519966E0,-1.608939155E0,3.573245180E0,5.162350313E0
1.404450995E2,2.703220421E0,-1.258410856E0,4.654205319E0,5.527442960E0
1.404550695E2,2.073964123E0,-1.155309826E0,4.913762053E0,5.457208580E0
1.404650395E2,1.706325993E0,-1.347938159E0,4.264997104E0,4.787346444E0
1.404750095E2,1.706501117E0,-1.349018725E0,3.748900216E0,4.334310834E0
1.404849795E2,1.072187270E0,-1.298787634E0,2.545849628E0,3.052504740E0
1.404949495E2,2.968672317E-1,-1.183843653E0,1.603771386E0,2.015365626E0
1.405049191E2,1.110012031E-1,-8.058913279E-1,1.040126694E0,1.320471749E0
1.405148891E2,1.599216405E-1,-7.566115791E-1,5.761267430E-1,9.643433188E-1
1.405248591E2,6.778969467E-3,-1.119335416E0,4.457426047E-1,1.204841980E0
1.405348291E2,-6.673836529E-2,-1.322370039E0,4.305018371E-1,1.392281711E0
1.405447991E2,-9.200915426E-2,-1.139434635E0,6.302731293E-1,1.305381626E0
1.405547691E2,-3.532887697E-3,-4.281974494E-1,1.059051207E0,1.142346268E0
1.405647391E2,1.503327915E-1,2.424933887E-1,1.443940085E0,1.471857996E0
1.405747091E2,2.842442626E-1,8.450735199E-1,1.862980210E0,2.065342421E0
1.405846791E2,2.686099774E-1,1.188196905E0,2.309743153E0,2.611297884E0
1.405946491E2,1.285200459E-1,1.358217564E0,2.428882511E0,2.785810943E0
1.406046191E2,-1.271827877E-1,1.254689103E0,1.957478816E0,2.328549660E0
1.406145891E2,-3.874604827E-1,1.088185544E0,1.364893038E0,1.788073379E0
1.406245591E2,-5.676997358E-1,8.145721042E-1,7.507497454E-1,1.244763384E0
1.406345291E2,-4.470260686E-1,6.964098161E-1,2.575920689E-1,8.667021472E-1
1.406444991E2,-2.284901842E-1,6.363805461E-1,-2.079515469E-1,7.074120508E-1
1.406544691E2,-3.257659256E-2,4.522768682E-1,-6.732109880E-1,8.116825946E-1
1.406644391E2,-6.424101949E-2,7.526360571E-2,-8.070362127E-1,8.130799269E-1
1.406744091E2,-1.785982320E-1,-3.537553775E-1,-4.815129465E-1,6.236143947E-1
1.406843791E2,-2.740464261E-1,-6.196826524E-1,-2.159201324E-2,6.779190574E-1
1.406943491E2,-4.649907616E-1,-7.089854228E-1,2.177237061E-1,8.753744058E-1
1.407043191E2,-6.303976750E-1,-6.406601232E-1,-7.066681713E-2,9.015766308E-1
1.407142891E2,-6.885266000E-1,-5.854688394E-1,-4.544546637E-1,1.011618348E0
1.407242591E2,-5.414805284E-1,-4.749313205E-1,-7.584899971E-1,1.045977054E0
1.407342291E2,-1.743961304E-1,-2.689128631E-1,-1.052675111E0,1.100387671E0
1.407441991E2,2.874002972E-1,1.906853038E-1,-9.554403001E-1,1.015788355E0
1.407541691E2,5.385826483E-1,7.298991591E-1,-6.832740462E-1,1.135644079E0
1.407641391E2,5.539614102E-1,1.170814303E0,-2.664962089E-1,1.322384061E0
1.407741091E2,3.962906554E-1,1.346583359E0,9.517074376E-2,1.406908134E0
1.407840791E2,1.676145297E-1,1.396451338E0,2.378828591E-1,1.426449867E0
1.407940491E2,7.159593970E-2,1.534509947E0,4.611698985E-2,1.536871345E0
1.408040191E2,-4.274753183E-2,1.376605303E0,-4.444030076E-1,1.447191606E0
1.408139891E2,5.653994411E-2,1.090906838E0,-1.099373314E0,1.549805207E0
1.408239601E2,3.330834237E-1,8.112391913E-1,-1.552323782E0,1.782908499E0
1.408339301E2,5.886359838E-1,3.803081685E-1,-1.767665917E0,1.901517662E0
1.408439001E2,9.175819176E-1,3.400740623E-2,-1.870854947E0,2.084037263E0
1.408538701E2,1.143174807E0,-1.821571398E-1,-1.816448067E0,2.153952981E0
1.408638401E2,1.093859682E0,-2.168849230E-1,-1.569231006E0,1.925111431E0
1.408738101E2,9.017078966E-1,-1.047341573E-1,-1.166443509E0,1.478051702E0
1.408837801E2,7.195183048E-1,6.888721704E-2,-8.002136815E-1,1.078329252E0
1.408937501E2,6.356946677E-1,2.002244514E-1,-3.038374051E-1,7.324716447E-1
1.409037201E2,4.868555474E-1,2.056588537E-1,1.121089581E-1,5.402705865E-1
1.409136901E2,4.233179480E-1,2.295283574E-1,2.504923797E-1,5.427962640E-1
1.409236601E2,2.627727020E-1,3.436449569E-1,3.355167425E-1,5.474603491E-1
1.409336301E2,-1.593670321E-1,2.769241333E-1,1.235782716E-1,3.425732268E-1
1.409436001E2,-8.301049402E-1,-4.256948411E-2,-9.086193055E-2,8.361472736E-1
1.409535701E2,-1.612309782E0,-5.108636302E-1,-9.298330039E-2,1.693862561E0
1.409635401E2,-1.983675804E0,-7.085492206E-1,1.924611032E-1,2.115195728E0
1.409735101E2,-2.074734493E0,-7.367854249E-1,9.183227599E-1,2.385517275E0
1.409834801E2,-2.160414037E0,-8.490794474E-1,1.851477859E0,2.969224643E0
1.409934501E2,-1.957935483E0,-9.748840463E-1,2.343321959E0,3.205474702E0
1.410034201E2,-1.691400975E0,-1.328579782E0,2.170377400E0,3.055568614E0
1.410133901E2,-1.044976667E0,-1.322806242E0,8.912957597E-1,1.906882460E0
1.410233601E2,-7.058808437E-1,-6.147253829E-1,-8.441856202E-1,1.260477855E0
1.410333301E2,-1.107857624E0,1.630922931E-1,-1.580709090E0,1.937159993E0
1.410433001E2,-1.793661760E0,3.663052565E-1,-1.468404250E0,2.346830436E0
1.410532701E2,-2.178245121E0,6.016913545E-1,-9.599569818E-1,2.455260006E0
1.410632401E2,-2.072029571E0,1.012980410E0,-3.185329199E-2,2.306610173E0
1.410732101E2,-1.909741855E0,1.007404506E0,1.242250321E0,2.491016590E0
1.410831801E2,-1.843391452E0,5.308698785E-1,2.333981324E0,3.021156020E0
1.410931501E2,-1.403515067E0,3.904068947E-1,2.713251320E0,3.079611146E0
1.411031201E2,-6.067547509E-1,6.691313857E-1,2.411826768E0,2.575421615E0
1.411130901E2,7.805360466E-2,5.808898848E-1,1.910065791E0,1.997968155E0
1.411230601E2,7.015714458E-1,1.000920528E-1,1.282720070E0,1.465466373E0
1.411330301E2,1.310870613E0,-6.918115658E-1,3.624083796E-1,1.525884936E0
1.411430001E2,1.897805057E0,-1.271771159E0,2.837975353E-2,2.284703771E0
1.411529701E2,2.541026845E0,-1.598111281E0,3.400088659E-1,3.020990421E0
1.411629401E2,2.837322219E0,-1.730151350E0,1.124179834E0,3.508219117E0
1.411729101E2,2.624543211E0,-1.617921063E0,2.221015457E0,3.799842798E0
1.411828801E2,1.850758944E0,-1.646383554E0,1.804979339E0,3.064936849E0
1.411928501E2,1.213487867E0,-1.372471907E0,1.584958115E0,2.422462418E0
1.412028201E2,6.814175552E-1,-8.745282841E-1,9.754475717E-1,1.476694813E0
1.412127901E2,3.806028682E-1,-6.465851068E-1,3.110179321E-1,8.121964035E-1
1.412227601E2,3.837682584E-1,-3.608065349E-1,-7.310914063E-1,9.010849439E-1
1.412327301E2,8.253420907E-1,-3.187083364E-2,-1.079818325E0,1.359489952E0
1.412427001E2,1.323523110E0,1.791341293E-1,-6.181136982E-1,1.471688487E0
1.412526701E2,1.641793782E0,2.303954995E-1,-1.755658659E-1,1.667150948E0
1.412626401E2,1.785439698E0,2.756202042E-1,1.524146926E-1,1.813006247E0
1.412726101E2,1.833331903E0,5.917347157E-1,8.813356125E-1,2.118491987E0
1.412825811E2,2.174819529E0,1.071618043E0,1.675292773E0,2.947000355E0
1.412925511E2,2.394823065E0,1.345204586E0,2.698162580E0,3.850303130E0
1.413025211E2,2.452562565E0,1.358949051E0,3.706346519E0,4.647452009E0
1.413124911E2,2.345669031E0,1.117018164E0,4.282160436E0,5.008671559E0
1.413224611E2,1.702898063E0,4.476224846E-1,4.270152594E0,4.618920965E0
1.413324311E2,8.360603294E-1,-4.126976502E-1,3.394712144E0,3.520424231E0
1.413424011E2,1.287586123E-1,-1.021874025E0,1.401029123E0,1.738875472E0
1.413523711E2,-4.470325005E-1,-8.019935739E-1,-8.918559229E-1,1.280015131E0
1.413623411E2,-1.398663632E0,-4.087478560E-1,-3.164794947E0,3.484144346E0
1.413723111E2,-2.717526219E0,-1.119575737E0,-4.952141422E0,5.758654638E0
1.413822811E2,-3.179481691E0,-1.723260407E0,-4.958666915E0,6.137353487E0
1.413922511E2,-1.938425664E0,-1.067220937E0,-3.307236629E0,3.979229662E0
1.414022211E2,-5.138650060E-1,-4.529604077E-1,-1.915156084E0,2.033974730E0
1.414121911E2,3.167354858E-1,-4.711493415E-1,-1.986188060E0,2.065731367E0
1.414221611E2,9.155272061E-1,-7.016857588E-1,-2.653705029E0,2.893562398E0
1.414321311E2,1.460109390E0,-7.167476016E-1,-2.832969552E0,3.266705226E0
1.414421011E2,2.055921369E0,-4.843055767E-1,-2.912557173E0,3.597826268E0
1.414520711E2,2.673628832E0,-2.357427782E-1,-2.967658410E0,4.001357548E0
1.414620411E2,3.107514745E0,-1.892439651E-1,-2.910618237E0,4.261943182E0
1.414720111E2,3.350757455E0,-2.784923565E-1,-2.695317324E0,4.309277085E0
1.414819811E2,3.305641800E0,-2.788595617E-1,-2.129036708E0,3.941805129E0
1.414919511E2,2.937141499E0,-3.340379816E-1,-1.430327182E0,3.283933222E0
1.415019211E2,2.555394916E0,-5.028856891E-1,-8.097727096E-1,2.727392350E0
1.415118914E2,2.379335545E0,-7.054367477E-1,-2.219521383E-1,2.491614214E0
1.415218614E2,2.494730930E0,-5.352494431E-1,1.649593091E-1,2.556831233E0
1.415318314E2,2.505066761E0,-2.463162982E-1,2.508701098E-1,2.529617957E0
1.415418014E2,2.372195802E0,1.998636782E-2,1.362518191E-1,2.376189583E0
1.415517714E2,2.012872413E0,7.339717448E-2,-2.300154122E-1,2.027301060E0
1.415617414E2,1.575033782E0,-8.798071504E-2,-4.217070035E-1,1.632883590E0
1.415717114E2,1.240293258E0,-2.082977021E-1,-3.738019717E-1,1.312037809E0
1.415816824E2,9.568909943E-1,-1.580636877E-1,-3.575911875E-1,1.033680783E0
1.415916524E2,4.211655879E-1,-1.081378216E-1,-6.574002631E-1,7.881937242E-1
1.416016224E2,-2.809730378E-1,-4.767913198E-1,-1.159813936E0,1.285085280E0
1.416115924E2,-7.376704010E-1,-1.125986039E0,-1.251336894E0,1.837891782E0
1.416215624E2,-8.034977701E-1,-1.534892939E0,-9.996458352E-1,2.000199189E0
1.416315324E2,-6.868914261E-1,-1.606611963E0,-9.123527527E-1,1.971144179E0
1.416415024E2,-8.267945391E-1,-1.725069535E0,-1.148113657E0,2.231057839E0
1.416514724E2,-1.199645461E0,-2.029607729E0,-1.453999050E0,2.769940433E0
1.416614424E2,-1.311767868E0,-2.247649232E0,-1.736652285E0,3.128677543E0
1.416714124E2,-1.186488934E0,-2.336576026E0,-1.945231823E0,3.263628404E0
1.416813824E2,-9.422843572E-1,-2.476808045E0,-1.973893704E0,3.304350807E0
1.416913524E2,-6.082849672E-1,-2.727876375E0,-1.814854116E0,3.332418879E0
1.417013224E2,-2.666423893E-1,-2.990278364E0,-1.607645166E0,3.405493479E0
1.417112924E2,5.516029358E-2,-2.935235015E0,-1.265975983E0,3.197083427E0
1.417212624E2,3.709891686E-1,-2.512539795E0,-9.204159900E-1,2.701417180E0
1.417312324E2,3.512545234E-1,-1.736180415E0,-4.661493874E-1,1.831665205E0
1.417412024E2,-2.345771357E-1,-5.964955187E-1,-2.538862498E-1,6.894139281E-1
1.417511724E2,-3.423229015E-1,3.399477625E-1,-4.285282557E-1,6.452797192E-1
1.417611424E2,-1.790405738E-1,1.213843963E0,-5.785303871E-1,1.356528695E0
1.417711124E2,-4.689116120E-1,1.622400030E0,-1.454831547E0,2.229034497E0
1.417810824E2,-9.838782334E-1,1.355992114E0,-4.048084699E0,4.381063880E0
1.417910524E2,-8.183008736E-1,9.754243290E-1,-4.626212651E0,4.798219715E0
1.418010224E2,-6.809842765E-2,7.006513864E-1,-2.831219188E0,2.917422124E0
1.418109924E2,5.525791284E-1,2.030860788E-1,-9.587160565E-1,1.125044055E0
1.418209624E2,7.300184423E-1,-7.243220848E-1,7.511388776E-1,1.273490880E0
1.418309334E2,5.400590703E-1,-1.668311198E0,2.189409794E0,2.805074206E0
1.418409034E2,-2.184841365E-2,-2.637785400E0,3.586666294E0,4.452253842E0
1.418508734E2,-7.877886406E-1,-3.384861340E0,4.579569997E0,5.748944128E0
1.418608434E2,-1.256386257E0,-3.540889612E0,4.925010341E0,6.194524399E0
1.418708134E2,-1.036097670E0,-2.981304057E0,4.145286473E0,5.210093301E0
1.418807834E2,-6.692679182E-1,-2.195854011E0,2.584847926E0,3.457041102E0
1.418907534E2,-4.542535195E-1,-1.602262219E0,1.448529564E0,2.207221869E0
1.419007234E2,-1.370675057E-2,-1.152734127E0,9.768931496E-1,1.511060577E0
1.419106934E2,-7.433536023E-2,-9.756143636E-1,5.833018613E-1,1.139118165E0
1.419206634E2,2.821369261E-2,-5.208190995E-1,6.857146740E-2,5.260709012E-1
1.419306334E2,3.033029696E-1,2.913024366E-2,-3.203221679E-2,3.063777495E-1
1.419406034E2,2.438888267E-1,4.306199509E-1,4.610760507E-1,6.763922134E-1
1.419505734E2,-1.224184763E-1,6.917951936E-1,1.164431190E0,1.359951054E0
1.419605434E2,-5.818438581E-1,1.044025617E0,1.918515894E0,2.260361697E0
1.419705134E2,-9.518220431E-1,1.411961662E0,2.745559525E0,3.230742646E0
1.419804834E2,-1.144677833E0,1.878933753E0,3.552351909E0,4.178502539E0
1.419904534E2,-1.041496404E0,2.241530120E0,3.976729957E0,4.682259411E0
1.420004234E2,-1.033509692E0,2.320423678E0,4.170651695E0,4.883323037E0
1.420103934E2,-1.262252769E0,2.293107240E0,3.873416673E0,4.674930972E0
1.420203634E2,-1.387465922E0,2.354760867E0,3.264920914E0,4.257894902E0
1.420303334E2,-1.404916352E0,2.438102401E0,2.721161725E0,3.914441775E0
1.420403044E2,-1.265269932E0,2.430390508E0,2.646609726E0,3.809494594E0
1.420502744E2,-9.998855710E-1,2.380792086E0,2.976261711E0,3.940314186E0
1.420602444E2,-5.240675202E-1,2.305144318E0,3.325981632E0,4.080501307E0
1.420702144E2,-5.204021931E-3,2.286488192E0,3.328195388E0,4.037937577E0
1.420801844E2,2.766595468E-1,2.243619915E0,2.828599343E0,3.620959137E0
1.420901544E2,3.744051120E-1,2.059058400E0,2.022770580E0,2.910584392E0
1.421001244E2,2.152149582E-1,1.817770708E0,1.302257664E0,2.246437813E0
1.421100944E2,3.339958817E-2,1.625089164E0,8.143762225E-1,1.818031616E0
1.421200644E2,-7.928415120E-2,1.549699259E0,8.836613426E-1,1.785696261E0
1.421300344E2,-9.121247113E-2,1.559837161E0,1.228211156E0,1.987439138E0
1.421400044E2,-1.557025820E-2,1.525827416E0,1.393539132E0,2.066480837E0
1.421499744E2,2.100954285E-1,1.421942859E0,1.133950824E0,1.830821142E0
1.421599444E2,5.721895203E-1,1.151105677E0,1.024315238E-1,1.289549280E0
1.421699144E2,9.273610935E-1,5.750485164E-1,-7.315928051E-1,1.313737960E0
1.421798844E2,1.104217148E0,-1.710445064E-1,-1.577176495E0,1.932883190E0
1.421898544E2,1.281649737E0,-6.605505967E-1,-2.999405867E0,3.327970657E0
1.421998244E2,1.479599329E0,-1.044912055E0,-5.174623300E0,5.482497759E0
1.422097944E2,1.628528789E0,-1.723846883E0,-7.883531892E0,8.232486209E0
1.422197654E2,1.825727014E0,-2.169151531E0,-1.032133082E1,1.070366140E1
1.422297354E2,1.912353806E0,-2.149880278E0,-1.092103646E1,1.129372037E1
1.422397054E2,1.693201918E0,-2.001715926E0,-8.427926381E0,8.826309674E0
1.422496754E2,1.160957943E0,-1.988975428E0,-4.555511336E0,5.104559739E0
1.422596454E2,5.637747923E-1,-2.133431475E0,-2.234664904E0,3.140557134E0
1.422696154E2,3.392039967E-1,-1.592860481E0,-1.713848144E0,2.364220659E0
1.422795854E2,5.017668244E-1,-5.642264897E-1,-1.682150972E0,1.843842014E0
1.422895554E2,3.988669387E-1,7.112611592E-2,-1.283055700E0,1.345505737E0
1.422995254E2,2.269760478E-1,4.329260927E-1,-7.223024565E-1,8.721605166E-1
1.423094954E2,1.778801939E-1,6.806112242E-1,-5.028260475E-1,8.647005470E-1
1.423194654E2,-9.981723368E-2,6.738647068E-1,-4.847341776E-2,6.829398183E-1
1.423294354E2,-8.644441760E-1,3.136078101E-1,3.690897006E-1,9.908788014E-1
1.423394054E2,-2.189263906E0,-2.683000749E-1,2.196377921E-1,2.216551858E0
1.423493754E2,-3.301033610E0,-5.262336212E-1,2.144501424E-1,3.349587076E0
1.423593454E2,-3.728590789E0,-5.447552615E-1,1.487993592E-1,3.771112411E0
1.423693154E2,-3.106952828E0,-6.126016742E-1,-8.149697149E-1,3.269956012E0
1.423792854E2,-1.310712738E0,-7.740251720E-1,-2.292795584E0,2.752089104E0
1.423892564E2,-4.942300558E-2,-1.299767627E0,-2.491425792E0,2.810523260E0
1.423992264E2,-8.863928694E-1,-2.131404245E0,-1.393886457E0,2.696571125E0
1.424091964E2,-3.666333438E0,-2.237925312E0,-7.777440012E-2,4.296086525E0
1.424191664E2,-5.104075474E0,-1.303802791E0,1.879303882E0,5.593145022E0
1.424291364E2,-4.654309107E0,-3.929679751E-2,4.144372553E0,6.232171481E0
1.424391064E2,-3.945152361E0,7.969526893E-1,4.936677876E0,6.369470087E0
1.424490764E2,-3.361696133E0,8.601932502E-1,4.171704486E0,5.426237337E0
1.424590464E2,-2.631249967E0,6.485772532E-1,3.134777096E0,4.143785260E0
1.424690164E2,-1.762844303E0,4.143869108E-1,3.465032514E0,3.909704192E0
1.424789864E2,-9.571240059E-1,1.596734262E-1,3.969407196E0,4.086291161E0
1.424889564E2,-3.940818697E-2,2.570915473E-1,4.583499326E0,4.590873026E0
1.424989264E2,6.658616227E-1,4.928986448E-1,5.194658200E0,5.260303659E0
1.425088971E2,8.854684246E-1,4.053161252E-1,4.747669261E0,4.846514098E0
1.425188671E2,1.013547006E0,5.281789899E-2,3.789963165E0,3.923504563E0
1.425288371E2,1.234184672E0,-5.038458019E-1,2.889558320E0,3.182235013E0
1.425388071E2,1.301684052E0,-9.571979731E-1,2.538287132E0,3.008905265E0
1.425487781E2,1.206413029E0,-1.077430760E0,2.726222490E0,3.169949291E0
1.425587481E2,9.570813212E-1,-8.149492496E-1,3.347338003E0,3.575586475E0
1.425687181E2,1.006759850E0,-5.351061863E-1,3.905424039E0,4.068444537E0
1.425786881E2,1.025403990E0,-5.161606228E-1,4.116664645E0,4.273734073E0
1.425886581E2,8.126027620E-1,-1.015768948E0,3.622961715E0,3.849410526E0
1.425986281E2,6.787000617E-1,-1.411433659E0,2.880020634E0,3.278307124E0
1.426085981E2,7.691690594E-1,-1.372519269E0,2.324980997E0,2.807305973E0
1.426185681E2,7.202962768E-1,-1.166087998E0,2.200129202E0,2.592133572E0
1.426285381E2,4.648495513E-1,-7.796010768E-1,2.310310918E0,2.482216647E0
1.426385081E2,2.382553267E-1,-3.312932986E-1,2.036035281E0,2.076526069E0
1.426484781E2,-3.656790197E-2,-1.284989959E-1,1.501982178E0,1.507912354E0
1.426584481E2,-3.275917187E-1,4.553636134E-2,1.040239253E0,1.091552838E0
1.426684181E2,-3.670794278E-1,2.600198328E-1,6.814365587E-1,8.165252007E-1
1.426783881E2,-3.131561127E-1,2.831432319E-1,4.785314512E-1,6.381451171E-1
1.426883591E2,-2.551935410E-1,2.614255035E-1,2.437482011E-1,4.391813097E-1
1.426983291E2,1.501915812E-2,2.383523905E-1,-2.277490497E-2,2.399085940E-1
1.427082991E2,4.802028778E-1,2.347768182E-1,-1.798404729E-1,5.639659156E-1
1.427182691E2,9.694812191E-1,1.853298390E-1,-2.381769741E-1,1.015366562E0
1.427282391E2,1.322492246E0,9.379284739E-2,-2.096437311E-1,1.342286606E0
1.427382091E2,1.462062360E0,1.297222334E-1,-6.787155569E-3,1.467821606E0
1.427481791E2,1.532629190E0,9.573704660E-2,2.165370136E-2,1.535769090E0
1.427581491E2,1.545468214E0,-2.677440047E-3,-1.350323823E-1,1.551358409E0
1.427681191E2,1.621219477E0,-4.022884369E-3,-1.061468446E-1,1.624695642E0
1.427780891E2,1.619308899E0,-1.791236043E-2,-1.302021436E-1,1.624633732E0
