"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.119590958E0,1.258427374E0,-9.332678776E-1,-8.197205776E0,8.345586314E0
3.129561958E0,1.050485621E0,-5.915075514E-1,-7.381581173E0,7.479381113E0
3.139531958E0,1.541644427E0,1.072298951E-2,-6.612080576E0,6.789432382E0
3.149501958E0,2.536113430E0,5.413399029E-1,-5.754361283E0,6.311702939E0
3.159471958E0,3.419811902E0,7.150702547E-1,-4.532598436E0,5.722839112E0
3.169441958E0,3.702153481E0,3.696439435E-1,-4.539015756E0,5.869006821E0
3.179411958E0,3.569046879E0,-3.579905889E-1,-5.271640302E0,6.376240613E0
3.189382958E0,3.059312638E0,-1.228537138E0,-5.979441664E0,6.828061213E0
3.199352958E0,2.304202332E0,-2.056114473E0,-6.379815137E0,7.087947256E0
3.209322958E0,1.395374573E0,-2.653189013E0,-6.297479909E0,6.974577789E0
3.219292958E0,6.602471262E-1,-2.760243345E0,-5.897568950E0,6.544936143E0
3.229262958E0,3.712414759E-1,-2.655359792E0,-5.285248527E0,5.926432978E0
3.239233958E0,5.448494017E-1,-2.751775992E0,-4.430547566E0,5.243937807E0
3.249203958E0,1.370867431E0,-3.037102574E0,-2.889890442E0,4.410752354E0
3.259173958E0,1.978484938E0,-3.669214945E0,-5.775090247E-1,4.208450741E0
3.269143958E0,1.972235434E0,-4.647819575E0,1.543363216E0,5.279574739E0
3.279113958E0,1.357058061E0,-5.507718126E0,1.887902797E0,5.978356171E0
3.289083958E0,1.472691429E-1,-5.812396653E0,1.529842699E0,6.012159490E0
3.299054958E0,-1.037925802E0,-5.551141888E0,8.551102656E-1,5.711714261E0
3.309024958E0,-1.667648124E0,-5.000509005E0,-3.889275491E-2,5.271399551E0
3.318994958E0,-1.610239576E0,-4.505370584E0,-7.258938164E-1,4.839231078E0
3.328964958E0,-9.172012639E-1,-4.088080531E0,-7.348312855E-1,4.253661670E0
3.338934958E0,1.525678897E-1,-3.834124261E0,5.538658082E-2,3.837558271E0
3.348904958E0,1.179696223E0,-3.837220362E0,1.405402840E0,4.253363425E0
3.358875958E0,1.904792479E0,-4.010431261E0,2.710304323E0,5.201686536E0
3.368845958E0,2.430799813E0,-4.319560397E0,3.753917419E0,6.217659185E0
3.378815333E0,2.881154702E0,-4.544849230E0,4.472244354E0,6.996976240E0
3.388785333E0,3.246058381E0,-4.385322862E0,4.677604707E0,7.186649943E0
3.398755333E0,3.621219245E0,-3.695941691E0,4.674531410E0,6.973123956E0
3.408725333E0,3.751585842E0,-2.956504846E0,4.485876845E0,6.552740518E0
3.418696333E0,3.899809250E0,-2.386521188E0,4.016211234E0,6.085552419E0
3.428666333E0,4.251082485E0,-2.059010161E0,3.607056412E0,5.943238266E0
3.438636333E0,4.538735674E0,-1.835199796E0,3.439251848E0,5.983020398E0
3.448606333E0,4.897761732E0,-1.622008266E0,3.333447357E0,6.142544431E0
3.458576333E0,5.419994688E0,-1.450215901E0,3.559613273E0,6.644570357E0
3.468546333E0,6.114451534E0,-1.254359320E0,4.262386322E0,7.558298223E0
3.478517333E0,6.503258631E0,-4.341768122E-1,5.136564943E0,8.298504789E0
3.488487333E0,6.528900425E0,6.644404569E-1,5.757527550E0,8.730243146E0
3.498457333E0,6.485490112E0,1.534472232E0,5.806188664E0,8.839005251E0
3.508427333E0,6.450058908E0,2.181658725E0,5.585971997E0,8.807154925E0
3.518397333E0,6.520961076E0,2.787094637E0,5.530159155E0,8.992968928E0
3.528367333E0,6.574959528E0,3.465508477E0,5.479126410E0,9.233670344E0
3.538338333E0,6.602418053E0,4.158825116E0,5.319275229E0,9.443645453E0
3.548308333E0,6.640451851E0,4.612884216E0,5.002223994E0,9.507709843E0
3.558278333E0,6.546532704E0,4.773067519E0,4.569445251E0,9.301564056E0
3.568248333E0,6.390907305E0,4.854232135E0,4.244296206E0,9.078618622E0
3.578218333E0,6.195109781E0,4.915127962E0,4.115529993E0,8.914900740E0
3.588188333E0,5.951808307E0,4.876553881E0,4.082124850E0,8.710255057E0
3.598159333E0,5.935750099E0,4.823558226E0,4.135850236E0,8.695119342E0
3.608129333E0,6.094359332E0,4.796794351E0,4.349506327E0,8.892055836E0
3.618099333E0,5.886653368E0,4.800805541E0,4.641053177E0,8.901673792E0
3.628069333E0,5.448210427E0,4.811155112E0,4.734557172E0,8.674459176E0
3.638039333E0,4.882618613E0,4.639564476E0,4.649260329E0,8.184200917E0
3.648009333E0,4.151891488E0,4.395719211E0,4.448525416E0,7.506658956E0
3.657980333E0,3.392513006E0,4.189491423E0,4.203321258E0,6.835853457E0
3.667950333E0,2.757333478E0,4.067663516E0,3.873222545E0,6.257046210E0
3.677920333E0,2.303857931E0,4.010517508E0,3.426715125E0,5.756247788E0
3.687890333E0,1.922758049E0,3.897197299E0,2.989256855E0,5.274542810E0
3.697860333E0,1.754106224E0,3.789153618E0,2.471611040E0,4.852157758E0
3.707830333E0,1.968854574E0,3.657420527E0,2.028506699E0,4.622548287E0
3.717801333E0,2.350345634E0,3.472351474E0,1.953299811E0,4.625659900E0
3.727771333E0,2.499451388E0,3.350846917E0,2.106603280E0,4.681154738E0
3.737741333E0,2.492197332E0,3.028726146E0,1.972725431E0,4.390429960E0
3.747711333E0,2.402696925E0,2.434143544E0,1.580332822E0,3.767686178E0
3.757681333E0,2.174223406E0,1.767385250E0,1.201549022E0,3.048707610E0
3.767651333E0,1.792357539E0,1.092352855E0,8.325938076E-1,2.258094939E0
3.777622333E0,1.392816124E0,5.104531556E-1,5.557883728E-1,1.584108549E0
3.787592333E0,1.129813042E0,-6.722309947E-2,2.848769313E-1,1.167112385E0
3.797562333E0,1.096130741E0,-5.774490908E-1,5.129879236E-2,1.239992588E0
3.807532333E0,1.073210240E0,-1.121889187E0,1.666865766E-2,1.552640787E0
3.817502333E0,1.076508070E0,-1.467663700E0,9.398401480E-2,1.822563951E0
3.827472333E0,1.220926695E0,-1.707798030E0,8.798597753E-2,2.101184817E0
3.837443333E0,1.217466313E0,-2.018711443E0,9.225773402E-3,2.357436155E0
3.847413333E0,1.169664740E0,-2.312683718E0,-1.806298470E-1,2.597931625E0
3.857383333E0,1.051059818E0,-2.603062295E0,-3.951876147E-1,2.834930917E0
3.867353333E0,8.119437808E-1,-2.829492213E0,-5.774576058E-1,2.999789354E0
3.877323333E0,5.879702783E-1,-2.929982461E0,-6.779016244E-1,3.064319970E0
3.887293333E0,3.469404477E-1,-3.006727751E0,-5.961494001E-1,3.084829582E0
3.897264333E0,9.228718936E-2,-3.082757927E0,-3.758947267E-1,3.106961571E0
3.907234333E0,-1.129898411E-1,-3.229448195E0,-7.768786132E-2,3.232357925E0
3.917204333E0,-3.155239427E-1,-3.482029493E0,2.218474549E-1,3.503327138E0
3.927174333E0,-4.682543850E-1,-3.788268642E0,5.275124073E-1,3.853376547E0
3.937144333E0,-6.814672565E-1,-3.975992623E0,7.868311590E-1,4.109990053E0
3.947114333E0,-9.381530070E-1,-4.013735815E0,8.831283689E-1,4.215462249E0
3.957084333E0,-1.254863935E0,-3.942454456E0,7.164002770E-1,4.198911762E0
3.967055333E0,-1.612931049E0,-3.939251351E0,3.976229435E-1,4.275201958E0
3.977025333E0,-2.032137235E0,-3.999185896E0,3.480143985E-2,4.486009442E0
3.986995333E0,-2.465107182E0,-4.108631448E0,-3.195205146E-1,4.802051556E0
3.996965333E0,-2.832163805E0,-4.191288273E0,-6.070327860E-1,5.094755932E0
4.006935333E0,-3.169469211E0,-4.214352323E0,-7.511040866E-1,5.326392581E0
4.016905333E0,-3.355460955E0,-4.189134158E0,-7.216452295E-1,5.415601080E0
4.026876333E0,-3.339471744E0,-4.184209341E0,-5.687627961E-1,5.383601996E0
4.036846333E0,-3.246441373E0,-4.181396538E0,-4.717907810E-1,5.314700851E0
4.046816333E0,-3.113720103E0,-4.093074346E0,-5.628348523E-1,5.173518488E0
4.056786333E0,-3.001249495E0,-4.046487824E0,-7.540352958E-1,5.094127155E0
4.066756333E0,-3.016967980E0,-4.085016590E0,-1.005735710E0,5.176964424E0
4.076726333E0,-2.931650671E0,-4.174672240E0,-1.358409353E0,5.278990428E0
4.086697333E0,-2.687597830E0,-4.293451409E0,-1.734775329E0,5.354096800E0
4.096667333E0,-2.332314575E0,-4.513943480E0,-2.069469953E0,5.486171971E0
4.106637333E0,-1.985610355E0,-4.741415371E0,-2.259003940E0,5.614870168E0
4.116607333E0,-1.782352368E0,-4.905975316E0,-2.183206483E0,5.657893982E0
4.126577333E0,-1.622388335E0,-5.172560987E0,-2.029394306E0,5.788434359E0
4.136547333E0,-1.684617913E0,-5.225651951E0,-1.887596403E0,5.805893213E0
4.146518333E0,-1.839333485E0,-4.942293541E0,-1.862081493E0,5.592562973E0
4.156488333E0,-1.777965787E0,-4.722761584E0,-1.841311598E0,5.371784407E0
4.166458333E0,-1.378106868E0,-4.749542709E0,-1.820937560E0,5.270023537E0
4.176428333E0,-9.146618181E-1,-4.849356142E0,-1.682383107E0,5.213758160E0
4.186398333E0,-4.279033345E-1,-4.963855734E0,-1.527297406E0,5.211103758E0
4.196368333E0,4.048378229E-2,-5.030069604E0,-1.375294358E0,5.214851266E0
4.206339333E0,4.255200094E-1,-5.006087249E0,-1.146506842E0,5.153295524E0
4.216309333E0,4.998942536E-1,-4.865597076E0,-7.816090107E-1,4.953265772E0
4.226279333E0,3.068601233E-1,-4.647523706E0,-4.812258482E-1,4.682437191E0
4.236249333E0,1.955308914E-1,-4.353495882E0,-3.532069087E-1,4.372174956E0
4.246219333E0,3.493594408E-2,-4.013406617E0,-2.687766230E-1,4.022548206E0
4.256189333E0,-1.513645327E-1,-3.715901746E0,-1.461312016E-1,3.721853213E0
4.266160333E0,-1.844673747E-1,-3.337017083E0,1.420997657E-2,3.342142000E0
4.276130333E0,-1.110795557E-2,-2.847679392E0,2.665676180E-1,2.860150276E0
4.286100333E0,2.936845922E-1,-2.332014321E0,5.771342913E-1,2.420253173E0
4.296070333E0,7.348587674E-1,-1.997165184E0,8.257496417E-1,2.282662623E0
4.306040333E0,1.280839605E0,-1.859168556E0,9.493714019E-1,2.449155747E0
4.316010333E0,1.739971749E0,-1.842173916E0,1.001269972E0,2.724637220E0
4.325980333E0,2.016727483E0,-1.799753390E0,1.073402540E0,2.908349191E0
4.335951333E0,2.080074463E0,-1.695343314E0,1.146063623E0,2.917937723E0
4.345921333E0,1.936411298E0,-1.488608865E0,1.180140027E0,2.712632587E0
4.355891333E0,1.764453456E0,-1.213252955E0,1.118409875E0,2.415806156E0
4.365861333E0,1.549820296E0,-9.811990392E-1,1.029294800E0,2.103364517E0
4.375831833E0,1.306237571E0,-7.616816998E-1,1.009870276E0,1.818310639E0
4.385801833E0,1.040329592E0,-4.619531330E-1,1.135588921E0,1.607870814E0
4.395772833E0,8.562007713E-1,-8.525065005E-2,1.353535699E0,1.603872290E0
4.405742833E0,7.536832935E-1,2.720653895E-1,1.502216359E0,1.702560446E0
4.415712833E0,6.606201786E-1,5.432838097E-1,1.597174995E0,1.811779314E0
4.425682833E0,6.041360754E-1,6.412185323E-1,1.595191620E0,1.822300170E0
4.435652833E0,5.668939894E-1,6.620705804E-1,1.530914348E0,1.761648373E0
4.445622833E0,5.069758165E-1,6.825454831E-1,1.459117848E0,1.688762183E0
4.455593833E0,4.230530691E-1,7.686612287E-1,1.295790790E0,1.564892250E0
4.465563833E0,3.797678858E-1,9.632659212E-1,1.145551407E0,1.544147956E0
4.475533833E0,2.802693254E-1,1.106819451E0,1.028476117E0,1.536672806E0
4.485503833E0,2.142460746E-1,1.225005128E0,9.550247093E-1,1.567995899E0
4.495473833E0,1.841791070E-1,1.430278650E0,9.402756194E-1,1.721550813E0
4.505443833E0,2.483862126E-1,1.687778625E0,9.460056715E-1,1.950697088E0
4.515414833E0,4.105061138E-1,1.938571259E0,9.781025000E-1,2.209809561E0
4.525384833E0,6.661381960E-1,2.117958573E0,1.075598828E0,2.467063325E0
4.535354833E0,1.036341206E0,2.202503757E0,1.229654249E0,2.727100194E0
4.545324833E0,1.388876270E0,2.260162273E0,1.419202269E0,3.008562094E0
4.555294833E0,1.666999667E0,2.414641033E0,1.572846193E0,3.329147692E0
4.565264833E0,1.864014582E0,2.656205884E0,1.610609704E0,3.622712199E0
4.575234833E0,1.916581635E0,2.930761602E0,1.607108392E0,3.852978863E0
4.585205833E0,1.883764138E0,3.146706585E0,1.565842544E0,3.987755325E0
4.595175833E0,1.851930141E0,3.353350987E0,1.452470734E0,4.096862131E0
4.605145833E0,1.890904757E0,3.506853554E0,1.356716730E0,4.208826789E0
4.615115833E0,2.022713862E0,3.626870579E0,1.275183155E0,4.344151660E0
4.625085833E0,2.277932546E0,3.706690920E0,1.197753010E0,4.512554325E0
4.635055833E0,2.524376314E0,3.779798073E0,1.189684875E0,4.698371989E0
4.645026833E0,2.752756863E0,4.013252251E0,1.276037872E0,5.031116836E0
4.654996833E0,2.886247042E0,4.380291333E0,1.253399938E0,5.393364956E0
4.664966833E0,2.953042710E0,4.708524783E0,1.008584035E0,5.648708581E0
4.674936833E0,2.948029307E0,4.917593733E0,6.869917790E-1,5.774561682E0
4.684906833E0,2.802126074E0,4.942804588E0,2.636240566E-1,5.687945620E0
4.694876833E0,2.485063144E0,4.802498894E0,-1.528390543E-1,5.409518854E0
4.704846833E0,2.153064671E0,4.579156891E0,-4.439217087E-1,5.079510980E0
4.714817833E0,1.862735796E0,4.356323011E0,-6.165643322E-1,4.777811884E0
4.724787833E0,1.617551519E0,4.135339190E0,-6.602418637E-1,4.489256336E0
4.734757833E0,1.477108415E0,3.887231889E0,-6.392749178E-1,4.207266744E0
4.744727833E0,1.487175567E0,3.672191763E0,-5.582536320E-1,4.001041193E0
4.754697833E0,1.586615655E0,3.511486303E0,-4.394335321E-1,3.878271151E0
4.764667833E0,1.783400774E0,3.407463167E0,-3.061906902E-1,3.858118233E0
4.774638833E0,2.117881975E0,3.267115958E0,-1.954713229E-1,3.898420165E0
4.784608833E0,2.423600721E0,3.139255478E0,-7.591673970E-2,3.966677295E0
4.794578833E0,2.547578065E0,3.099111419E0,-2.023136616E-2,4.011864267E0
4.804548833E0,2.537405664E0,3.092991723E0,3.051150218E-3,4.000629278E0
4.814518833E0,2.516579636E0,3.041933836E0,-7.192645356E-2,3.948633681E0
4.824488833E0,2.499553129E0,2.891078011E0,-1.339036504E-1,3.824137563E0
4.834458833E0,2.600794160E0,2.618735756E0,-1.363605773E-1,3.693304947E0
4.844429833E0,2.760357658E0,2.198242598E0,-9.790219747E-2,3.530075036E0
4.854399833E0,2.868625873E0,1.828498009E0,1.017579976E-1,3.403347478E0
4.864369833E0,2.879616299E0,1.608983594E0,3.637049997E-1,3.318629169E0
4.874339833E0,2.870031543E0,1.535061924E0,6.963894240E-1,3.328431222E0
4.884309833E0,2.797982152E0,1.651295800E0,1.019874936E0,3.405235209E0
4.894279833E0,2.702765508E0,1.941240513E0,1.177651452E0,3.529903549E0
4.904250833E0,2.655728166E0,2.171349792E0,1.183588642E0,3.628847487E0
4.914220833E0,2.715890753E0,2.262951980E0,9.908620747E-1,3.671351508E0
4.924190833E0,2.830873910E0,2.146019653E0,7.001782005E-1,3.620703931E0
4.934160833E0,2.936873404E0,1.842665521E0,4.385902905E-1,3.494710726E0
4.944130833E0,3.006106192E0,1.559739805E0,2.879484006E-1,3.398878782E0
4.954100833E0,3.025146480E0,1.485199500E0,3.098802102E-1,3.384280503E0
4.964070833E0,2.999774827E0,1.541725118E0,3.854285753E-1,3.394719508E0
4.974041833E0,3.035390802E0,1.528382065E0,4.677047467E-1,3.430495123E0
4.984011833E0,3.122279842E0,1.306939822E0,5.124184414E-1,3.423345698E0
4.993981833E0,3.210875684E0,1.028505645E0,5.561462954E-1,3.417139918E0
5.003951833E0,3.360881324E0,7.639527583E-1,6.358238912E-1,3.504770907E0
5.013921833E0,3.518225219E0,4.838977334E-1,7.306025791E-1,3.625720044E0
5.023891833E0,3.458069649E0,1.737944520E-1,8.454921075E-1,3.564169905E0
5.033862833E0,3.228679871E0,-1.455032837E-1,8.851257777E-1,3.350968898E0
5.043832833E0,2.888823325E0,-4.004068029E-1,9.724714851E-1,3.074300994E0
5.053802833E0,2.456529901E0,-5.872227117E-1,1.033808704E0,2.729126253E0
5.063772833E0,2.112511307E0,-7.499466303E-1,1.044455388E0,2.473057021E0
5.073742833E0,1.901810984E0,-9.475649777E-1,1.041610132E0,2.366371922E0
5.083712833E0,1.770750908E0,-1.147721309E0,1.066455025E0,2.364349657E0
5.093682833E0,1.672551014E0,-1.323773663E0,1.060713059E0,2.382208177E0
5.103653833E0,1.619115064E0,-1.501044577E0,1.006938556E0,2.426642468E0
5.113623833E0,1.596200411E0,-1.776194227E0,9.174316442E-1,2.558202983E0
5.123593833E0,1.537785557E0,-2.170943702E0,8.205864771E-1,2.784087489E0
5.133563833E0,1.419765941E0,-2.615975870E0,7.852366964E-1,3.078256284E0
5.143533833E0,1.230314984E0,-3.066537166E0,8.045605747E-1,3.400682706E0
5.153503833E0,9.696999049E-1,-3.457228820E0,8.631999616E-1,3.692947764E0
5.163474833E0,6.971220070E-1,-3.747331700E0,9.372011534E-1,3.925152222E0
5.173444833E0,4.513033068E-1,-3.965039326E0,1.009278538E0,4.116291377E0
5.183414833E0,2.335360390E-1,-4.126520127E0,1.095992746E0,4.275968608E0
5.193384833E0,4.525277138E-2,-4.250637804E0,1.179241894E0,4.411414852E0
5.203354833E0,-1.862624699E-1,-4.373703859E0,1.227032504E0,4.546381850E0
5.213324833E0,-4.428049636E-1,-4.526686901E0,1.187249145E0,4.700694743E0
5.223294833E0,-6.584970546E-1,-4.683440813E0,1.091139411E0,4.853743033E0
5.233265833E0,-8.923932821E-1,-4.893621026E0,9.434084845E-1,5.062994379E0
5.243235833E0,-1.136173058E0,-5.093712453E0,8.986199820E-1,5.295688213E0
5.253205833E0,-1.397708489E0,-5.252308822E0,8.662581284E-1,5.503702402E0
5.263175833E0,-1.672270932E0,-5.311672679E0,8.560066438E-1,5.634101889E0
5.273145833E0,-2.019104376E0,-5.341163111E0,8.746031284E-1,5.776654438E0
5.283115833E0,-2.364328081E0,-5.323679352E0,8.943433285E-1,5.893340233E0
5.293085833E0,-2.664913557E0,-5.277906178E0,8.982212750E-1,5.980372844E0
5.303056833E0,-2.898657172E0,-5.305962288E0,8.936346459E-1,6.111794506E0
5.313026833E0,-2.958920916E0,-5.284464415E0,7.540768111E-1,6.103229389E0
5.322996833E0,-2.986075385E0,-5.188536165E0,6.181559443E-1,6.018278035E0
5.332966833E0,-3.056840143E0,-5.045616181E0,4.161206468E-1,5.914023224E0
5.342936833E0,-3.134901057E0,-4.932695337E0,2.239576785E-1,5.848866981E0
5.352906833E0,-3.233752331E0,-4.895062657E0,6.248681825E-2,5.867085917E0
5.362877833E0,-3.415532910E0,-4.816337500E0,-2.790876031E-2,5.904553401E0
5.372847833E0,-3.641120828E0,-4.678285908E0,-6.699622750E-2,5.928626183E0
5.382817708E0,-3.831903196E0,-4.545878340E0,-8.624057452E-2,5.946085218E0
5.392787708E0,-3.992616257E0,-4.416098512E0,-1.225307429E-1,5.954655693E0
5.402757708E0,-4.037760270E0,-4.333621781E0,-2.322443891E-1,5.927708090E0
5.412727708E0,-3.958103067E0,-4.317247238E0,-3.918833166E-1,5.870159805E0
5.422697708E0,-3.853271261E0,-4.254998950E0,-5.346541965E-1,5.765290156E0
5.432668708E0,-3.796701204E0,-4.212337664E0,-6.776981413E-1,5.711217331E0
5.442638708E0,-3.716663931E0,-4.102169690E0,-8.771402353E-1,5.604530483E0
5.452608708E0,-3.607758955E0,-3.903037498E0,-1.114856449E0,5.430702651E0
5.462578708E0,-3.543839532E0,-3.696654759E0,-1.356003224E0,5.297433320E0
5.472548708E0,-3.425929259E0,-3.621696378E0,-1.690810699E0,5.264267923E0
5.482518708E0,-3.157272504E0,-3.726121802E0,-2.006088474E0,5.279843209E0
5.492488708E0,-2.915759109E0,-3.917404107E0,-2.235600459E0,5.370811440E0
5.502459708E0,-2.798158738E0,-4.146888902E0,-2.315923076E0,5.512701659E0
5.512429708E0,-2.671646041E0,-4.343836867E0,-2.376262833E0,5.626120897E0
5.522399708E0,-2.386555102E0,-4.493841337E0,-2.279622976E0,5.575565992E0
5.532369708E0,-1.925271767E0,-4.478713128E0,-1.830243988E0,5.207238781E0
5.542339708E0,-1.336336114E0,-4.375015390E0,-1.262888653E0,4.745676097E0
5.552309708E0,-3.756239641E-1,-4.345437542E0,-9.294862640E-1,4.459581315E0
5.562279708E0,8.539484239E-1,-4.449463894E0,-8.893778729E-1,4.617136543E0
5.572250708E0,1.946023536E0,-4.634382966E0,-9.019295061E-1,5.106661327E0
5.582220708E0,2.632494255E0,-4.671925306E0,-8.489560711E-1,5.429331311E0
5.592190708E0,2.894888057E0,-4.472394335E0,-7.860739446E-1,5.385220533E0
5.602160708E0,2.861950107E0,-4.134467078E0,-7.306634632E-1,5.081185445E0
5.612130708E0,2.599544025E0,-3.701886848E0,-6.011616699E-1,4.563221529E0
5.622100708E0,2.312761486E0,-3.186555652E0,-3.020601439E-1,3.948954665E0
5.632070708E0,2.328523825E0,-2.697107742E0,5.110122956E-2,3.563569097E0
5.642041708E0,2.571583225E0,-2.332916839E0,4.379517746E-1,3.499620410E0
5.652011708E0,2.851872430E0,-2.088058397E0,8.839586735E-1,3.643425197E0
5.661981708E0,3.009119262E0,-1.705942708E0,1.246187982E0,3.676686517E0
5.671951708E0,2.978429566E0,-1.070474620E0,1.430968037E0,3.473417354E0
5.681921708E0,2.812934067E0,-4.578887334E-1,1.421603282E0,3.184841605E0
5.691891708E0,2.727577583E0,-8.849556237E-2,1.172495377E0,2.970228332E0
5.701862708E0,2.834315581E0,6.204772890E-3,8.364547241E-1,2.955171707E0
5.711832708E0,3.020680962E0,-1.245047629E-1,5.875223815E-1,3.079804776E0
5.721802708E0,3.175987687E0,-2.742452314E-1,4.395433867E-1,3.217966225E0
5.731772708E0,3.195320921E0,-2.807850498E-1,3.993767428E-1,3.232401246E0
5.741742708E0,3.105840395E0,-1.598055732E-1,4.177849471E-1,3.137885696E0
5.751712708E0,2.881355846E0,9.645420760E-2,5.154191959E-1,2.928680910E0
5.761682708E0,2.596844950E0,3.640534937E-1,6.506405894E-1,2.701753471E0
5.771653708E0,2.274772126E0,5.803691903E-1,8.385196683E-1,2.492896279E0
5.781623708E0,2.001120679E0,8.783184493E-1,1.048440557E0,2.423871877E0
5.791593708E0,1.807000721E0,1.213798647E0,1.244478110E0,2.507445817E0
5.801563708E0,1.562221071E0,1.512207789E0,1.362667880E0,2.565963917E0
5.811533708E0,1.237213529E0,1.677014778E0,1.320933963E0,2.467375614E0
5.821503708E0,8.855736744E-1,1.744192562E0,1.154519940E0,2.271423500E0
5.831473708E0,5.102379781E-1,1.718964165E0,9.069874938E-1,2.009429498E0
5.841444708E0,1.558627957E-1,1.729641766E0,7.752193196E-1,1.901819876E0
5.851414708E0,-1.200965470E-1,1.807662334E0,7.025116049E-1,1.943087452E0
5.861384708E0,-2.707956666E-1,1.942573386E0,6.510210239E-1,2.066579306E0
5.871354708E0,-3.171541464E-1,2.041612648E0,5.978873022E-1,2.150869169E0
5.881324708E0,-2.419683087E-1,2.126273314E0,6.289686155E-1,2.230513032E0
5.891294708E0,-9.250879884E-2,2.251941673E0,7.024273320E-1,2.360763294E0
5.901264708E0,4.143921733E-2,2.485672424E0,7.402364516E-1,2.593884078E0
5.911235708E0,1.363383579E-1,2.628562587E0,7.029066575E-1,2.724336101E0
5.921205708E0,1.927055168E-1,2.717286775E0,5.267581165E-1,2.774573291E0
5.931175708E0,2.066446942E-1,2.699001655E0,2.969229265E-1,2.723137012E0
5.941145708E0,2.652946061E-1,2.569584062E0,1.008247089E-1,2.585209682E0
5.951115708E0,4.053938931E-1,2.458356571E0,1.685869217E-2,2.491615030E0
5.961085708E0,7.046777791E-1,2.355604035E0,1.543827192E-1,2.463589894E0
5.971055708E0,1.074239935E0,2.381911828E0,5.241536205E-1,2.665001390E0
5.981026708E0,1.464372010E0,2.617873877E0,9.598999715E-1,3.149453440E0
5.990996708E0,1.895748591E0,2.941880375E0,1.270449249E0,3.723246454E0
6.000966708E0,2.258287071E0,3.396772703E0,1.546247063E0,4.362201883E0
6.010936708E0,2.563736846E0,3.938830644E0,1.739639189E0,5.011334948E0
6.020906708E0,2.814455513E0,4.439846393E0,1.787744378E0,5.552425217E0
6.030876708E0,3.031357393E0,4.805694982E0,1.700516492E0,5.930901133E0
6.040846708E0,3.145540066E0,5.022134932E0,1.554811041E0,6.126475247E0
6.050817708E0,3.155381514E0,5.127143324E0,1.393217243E0,6.179408180E0
6.060787708E0,3.095549296E0,5.149629377E0,1.222056231E0,6.131437808E0
6.070757708E0,2.962973036E0,5.167775041E0,1.049879265E0,6.048748181E0
6.080727708E0,2.830402624E0,5.211024556E0,8.408459830E-1,5.989405472E0
6.090697708E0,2.714452922E0,5.273056498E0,6.484152853E-1,5.966055806E0
6.100667708E0,2.621447110E0,5.308247380E0,4.171169758E-1,5.934935701E0
6.110637708E0,2.605931523E0,5.262654301E0,1.525561953E-1,5.874494258E0
6.120608708E0,2.656624544E0,5.094063871E0,-9.471319914E-2,5.745964782E0
6.130578708E0,2.700897907E0,4.847337098E0,-3.087435114E-1,5.557593814E0
6.140548708E0,2.802450010E0,4.509030649E0,-5.543452799E-1,5.337825600E0
6.150518708E0,3.000161912E0,4.134910004E0,-7.520735550E-1,5.163726065E0
